CDC_BMI_Group,正在減重,無減重行動
01_過輕 (<5th),18.91891891891892,81.08108108108108
02_正常 (5th-85th),62.33409610983982,37.66590389016019
03_過重 (85th-95th),90.27484143763213,9.725158562367865
04_肥胖 (>=95th),96.66172106824926,3.3382789317507418
